subject_id,activity_code,timestamp,x_accel,y_accel,z_accel,x_gyro,y_gyro,z_gyro
1640,A,1970-01-02 23:18:38.361931+00:00,5.362449,-20.247496,7.383845299999999,0.05965481,-0.48363006,-0.8681905000000001
1640,A,1970-01-02 23:18:38.422394+00:00,3.544629,-7.589817,0.57719976,1.526524,-0.43356264,-0.30679616
1640,A,1970-01-02 23:18:38.462568+00:00,3.4799635,-10.6746025,1.7555493999999998,2.0325246,-1.7406421000000003,-0.70200926
1640,A,1970-01-02 23:18:38.502873+00:00,3.6260598,-10.063872,0.0,3.5334823,-2.7238812,-1.5552860000000002
1640,A,1970-01-02 23:18:38.543100+00:00,-0.488584,-8.5430355,-0.22273682,3.2735577,-1.3475596,-1.8184064999999998
1640,A,1970-01-02 23:18:38.583407+00:00,-0.5748047,-8.48316,3.544629,0.7946873000000001,0.54435015,-0.27483824
1640,A,1970-01-02 23:18:38.623657+00:00,1.6717237,-9.19448,-2.0525317,1.4775218,-1.5883093,0.1768339
1640,A,1970-01-02 23:18:38.663884+00:00,1.9255958,-8.329877999999999,1.7818946,2.2604911,-0.74675035,-0.6295713000000001
1640,A,1970-01-02 23:18:38.704193+00:00,0.76880133,-11.239827,-2.9913795,1.442368,-0.57311225,-1.2612731000000001
1640,A,1970-01-02 23:18:38.744487+00:00,-3.4272730000000005,-11.304493,1.8034497,1.1419635,-0.49534798,-1.0460896000000002
1640,A,1970-01-02 23:18:38.784759+00:00,0.20597169,-12.504397,-1.4154567,0.26631612,-0.112918034,-0.34621096
1640,A,1970-01-02 23:18:38.825059+00:00,-1.1496094,-13.2420635,-2.1148024,-0.31318775,-0.5571333,0.098004326
1640,A,1970-01-02 23:18:38.865239+00:00,2.0573218,-13.309124,-2.8357031000000004,-1.6255935,-0.9598033,0.8032094
1640,A,1970-01-02 23:18:38.905540+00:00,1.7627343999999998,-11.366763,5.087022,-3.1435955,-0.5795039000000001,1.5393071000000003
1640,A,1970-01-02 23:18:38.945816+00:00,5.616321,-14.55693,4.773274,-2.5513084,0.8809737,2.0463731
1640,A,1970-01-02 23:18:38.986134+00:00,8.746611999999999,-14.710211,-0.28500733,-1.478587,0.13528858,1.9920446
1640,A,1970-01-02 23:18:39.026418+00:00,0.0023950196,-6.344407,-1.1256591999999999,-2.2967103,-2.0847225,1.0769824
1640,A,1970-01-02 23:18:39.066743+00:00,2.2106032000000004,-6.198311,1.1256591999999999,-1.8482338,0.57311225,1.3219931999999999
1640,A,1970-01-02 23:18:39.107046+00:00,2.6105714,-5.743257,2.7446926,-0.95128113,1.0567423,1.5158713
1640,A,1970-01-02 23:18:39.147341+00:00,3.295547,-3.1039455,2.2968237,-0.5656554,1.6905746,1.2186625
1640,A,1970-01-02 23:18:39.187643+00:00,2.42376,-1.223855,-0.17244141,-1.1611383,1.3156016,0.9598033000000001
1640,A,1970-01-02 23:18:39.228000+00:00,1.8465601000000005,-3.276387,-6.0402393,0.051132694000000006,1.1185277,0.35260254
1640,A,1970-01-02 23:18:39.268295+00:00,-8.830438000000003,-17.790205,-17.083675,1.4604776000000002,0.60507023,-0.20879184
1640,A,1970-01-02 23:18:39.308565+00:00,-2.315984,-14.240787,-8.01613,-0.17257284,-0.14487597,1.9025623
1640,A,1970-01-02 23:18:39.348823+00:00,-0.1341211,-2.2465284,1.5399976,-0.38775626,-1.5222629,3.033873
1640,A,1970-01-02 23:18:39.389156+00:00,1.3028906999999998,-10.739268,0.23231691,-0.28122982,-0.90654004,0.30786142
1640,A,1970-01-02 23:18:39.429460+00:00,3.7266505,-19.876268,1.7028589,2.2604911,-0.99708754,-1.1696603
1640,A,1970-01-02 23:18:39.469817+00:00,6.6773148,-3.6116896,6.2246559999999995,1.7779262999999998,-0.94808537,-0.45380265
1640,A,1970-01-02 23:18:39.510106+00:00,-1.9064356,-7.1060233,3.8440065000000003,0.6242449999999999,-0.6018744,-1.2804478000000001
1640,A,1970-01-02 23:18:39.550403+00:00,0.37601808,-11.218272,0.6849755999999999,1.4370418,-2.711098,-0.81918836
1640,A,1970-01-02 23:18:39.590681+00:00,-2.562671,-10.3512745,-0.6682104999999999,2.2530344,-2.5481126,-0.08628642
1640,A,1970-01-02 23:18:39.630991+00:00,-3.283572,-7.438931,4.593647499999999,0.88949585,0.27483824,0.13422333
1640,A,1970-01-02 23:18:39.671283+00:00,-3.5110989000000004,-8.701106,0.87897223,0.7094661,-1.2964269,-0.24181503
1640,A,1970-01-02 23:18:39.711580+00:00,-0.27303225,-8.8951025,-0.9699829,1.5574167,-2.4138892000000003,-1.160073
1640,A,1970-01-02 23:18:39.751863+00:00,-1.0370435,-9.855506,1.2070899,0.9129315999999998,-1.1675298,-1.2250541000000001
1640,A,1970-01-02 23:18:39.792134+00:00,-7.838899,-9.127419,0.23950197,0.74781567,-1.1813782,-1.2665993999999998
1640,A,1970-01-02 23:18:39.832390+00:00,-6.464158,-9.934542,2.703977,0.38775626,-0.05219796,-0.8085357
1640,A,1970-01-02 23:18:39.872682+00:00,-2.3471193,-11.59429,-1.0681788,-0.034088463,0.03834952,-0.13635385
1640,A,1970-01-02 23:18:39.912965+00:00,-8.035291,-12.09485,-0.5556446,-0.91186637,-0.59122175,0.40053943
1640,A,1970-01-02 23:18:39.953412+00:00,-1.8944606,-11.141631,-3.06802,-2.1337247,0.34940675,1.3081448
1640,A,1970-01-02 23:18:39.993700+00:00,-0.0047900393,-13.675562,5.886958,-2.630138,0.9821738,2.231729
1640,A,1970-01-02 23:18:40.033987+00:00,1.0562036,-17.469273,1.9016455,-1.2825783000000002,1.8237327,2.3212113
1640,A,1970-01-02 23:18:40.074308+00:00,3.2189064,-12.569063,0.86939216,-1.9568908,-0.67324716,1.5883093000000001
1640,A,1970-01-02 23:18:40.114616+00:00,-2.1507277,-6.672525,1.3052857,-2.0772657,-0.07776430000000001,1.4168017
1640,A,1970-01-02 23:18:40.154919+00:00,-0.36164796,-6.7731156000000015,0.5939649,-0.72011876,1.1547466999999998,1.8578212
1640,A,1970-01-02 23:18:40.195243+00:00,1.6765138,-5.087022,1.9591261000000002,-0.12783173,0.99708754,1.700162
1640,A,1970-01-02 23:18:40.235546+00:00,2.663262,-2.7063723,2.8333082000000003,-0.2759035,1.6468988999999998,1.2399678
1640,A,1970-01-02 23:18:40.275830+00:00,1.3675562,-1.1496094,0.31853762,0.033023197000000004,1.252751,0.5656554
1640,A,1970-01-02 23:18:40.316131+00:00,-2.3327491,-6.4138627,-10.41115,1.3923006000000002,0.28336033,-0.21624869
1640,A,1970-01-02 23:18:40.356441+00:00,-22.865252,-18.50871,-2.2441335,0.9108011,0.8873653,-0.34514567
1640,A,1970-01-02 23:18:40.396770+00:00,-5.4989653,-6.924001700000002,-11.247012,-0.056459017,-0.71585774,1.8791265
1640,A,1970-01-02 23:18:40.437119+00:00,2.4812403,-1.7387843,3.7362306000000003,-1.1068097,-0.39840892,0.8479504999999999
1640,A,1970-01-02 23:18:40.477400+00:00,-3.772156,-19.718197,1.6621436,0.26525086,-0.2727077,-1.1568771999999998
1640,A,1970-01-02 23:18:40.517698+00:00,1.7986598000000005,-9.82437,-1.8872755,1.6490294,-1.3550163999999998,-1.4924355
1640,A,1970-01-02 23:18:40.558032+00:00,5.47741,-5.118157,4.7157936,0.29188246,-0.94488955,-0.588026
1640,A,1970-01-02 23:18:40.598331+00:00,-1.7794994999999998,-10.243499,4.88584,0.8490158000000001,-0.8032094,-1.8492991
1640,A,1970-01-02 23:18:40.638648+00:00,-2.4716604,-12.23855,-1.2981006000000002,1.6927053,-2.9870014,-1.9526298
1640,A,1970-01-02 23:18:40.678958+00:00,-4.2511597000000005,-8.289163,1.1376343,1.0737866000000005,-1.0460896000000002,-1.743838
1640,A,1970-01-02 23:18:40.719255+00:00,-2.7422974,-6.7300053,3.4655932999999997,0.2790993,0.8127968000000001,-1.0759171
1640,A,1970-01-02 23:18:40.759549+00:00,-1.5112574,-7.513176400000001,1.22146,1.4157364,-1.164334,-1.1334413
1640,A,1970-01-02 23:18:40.799841+00:00,0.56522465,-9.299861,-0.21794678,1.3081448,-2.0271983,-1.1899004
1640,A,1970-01-02 23:18:40.840145+00:00,-4.86189,-10.399176,0.2778223,0.8181231,-1.4604776000000002,-1.3443637
1640,A,1970-01-02 23:18:40.880425+00:00,-8.856783,-8.911868,1.2861254999999998,0.49215218,-0.45380265,-1.3337111000000001
1640,A,1970-01-02 23:18:40.920733+00:00,-2.955454,-12.183465,2.4357349999999998,0.28549087,0.350472,-0.58696073
1640,A,1970-01-02 23:18:40.961036+00:00,-4.9289503,-11.66135,-2.0525317,-0.30679616,-0.3057309,0.0063915867
1640,A,1970-01-02 23:18:41.001246+00:00,-6.868916499999999,-11.56076,-0.91010743,-1.4679344,-0.43356264,0.56672066
1640,A,1970-01-02 23:18:41.041514+00:00,-2.44771,-10.332115,0.5245093000000001,-2.4682178,0.5752428,1.6245283000000001
1640,A,1970-01-02 23:18:41.081806+00:00,-0.0023950196,-14.463524,5.760022,-2.1997712000000003,1.6682042,2.6322683999999996
1640,A,1970-01-02 23:18:41.122109+00:00,1.7699195,-17.198635,1.2549903,-1.0812434,1.6468988999999998,2.1646172999999997
1640,A,1970-01-02 23:18:41.162414+00:00,1.1759547,-9.223221,-0.48379397,-2.1369205,-1.3145363,1.4040185
1640,A,1970-01-02 23:18:41.202704+00:00,-1.5783178999999998,-7.1275783,2.4788454,-1.3422332,0.6849651,1.6426378000000001
1640,A,1970-01-02 23:18:41.243002+00:00,0.45984375,-7.077283,1.4873072,-0.30253512,1.3081448,2.2125542
1640,A,1970-01-02 23:18:41.283279+00:00,2.6608667,-4.1050634,1.6094532,0.015978966,1.4349113000000002,1.6969663000000001
1640,A,1970-01-02 23:18:41.323583+00:00,3.1542408,-1.3867163999999998,1.9711011999999999,-0.22050974,1.8333201,1.0258497
1640,A,1970-01-02 23:18:41.363900+00:00,1.092129,-2.699187,-2.4764502,0.66152924,1.0002834,0.21198763
1640,A,1970-01-02 23:18:41.404219+00:00,-15.558047,-11.929593,-18.915865,1.3933659,0.69029135,-0.5550028
